RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
3654,1649,2105,11,99,2,3,1,9,7,96,8,3,10:30 AM,12:25 PM,1,8,,,,,7,10,,,,,,2,1,1,1,3,4,1,6,3,3,4,4,4,6,6,3,6,6,6,6,6,4,,,,5,3,6,4,4,4,,,,4,5,,,2,2,2,2,1,3,,,6,5,5,3,2,,,,3,TOKYO,,JAPAN,16,6,1,4,2,2,2,4,0.595689
3655,1650,2105,11,99,2,3,1,9,7,96,8,3,10:15 AM,12:25 PM,1,8,,,,,4,10,,,,,,2,1,2,2,1,1,1,4,6,3,5,5,3,6,6,6,6,6,6,6,6,4,,,,5,6,6,6,4,5,,,,5,5,,,1,2,2,2,2,,,,7,5,5,5,2,,,,3,TOKYO,,JAPAN,16,4,1,3,2,2,2,4,0.595689
3656,1651,2105,11,99,2,3,1,9,7,96,8,3,10:00 AM,12:25 PM,1,8,,,,,8,10,,,,,,2,1,2,2,1,1,1,6,6,4,4,4,4,6,4,6,4,6,4,6,4,4,,,,5,5,5,6,5,5,,,,5,2,,,2,2,2,2,2,,,,5,3,5,5,2,,,,3,OITA,,JAPAN,16,4,1,2,2,2,2,4,0.595689
3657,1652,2105,11,99,2,3,1,9,7,96,8,3,9:15 AM,12:25 PM,2,8,,,,,3,10,,,,,,0,0,1,0,1,2,2,5,4,4,4,4,4,4,4,1,6,6,6,6,4,4,,,,6,6,6,4,5,5,,,,5,4,,,2,2,2,2,2,1,6,,11,5,5,6,2,,,,3,LUTHERVILLE-TIMONIUM,21093,US,12,6,2,4,2,2,2,1,0.595689
3658,1653,2105,11,99,2,3,1,9,7,96,8,3,10:15 AM,12:25 PM,2,8,,,,,13,10,,,,,,1,2,1,1,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,,,,3,3,3,3,3,3,,,,5,,,,1,2,2,2,1,,,,5,4,5,5,2,,,,1,SAN FRANCISCO,94103,US,1,2,1,3,2,2,2,1,0.595689
3659,1654,2105,11,99,2,3,1,9,7,96,8,3,N,12:25 PM,3,8,,,,,3,10,,,,,,2,2,2,2,1,4,2,0,6,4,4,4,5,0,4,6,6,6,6,6,6,4,,,,5,6,6,6,5,5,,,,5,,,,3,3,3,3,3,,,,11,4,4,6,2,,,,3,SAN ANTONIO,78259,US,11,6,2,1,2,2,2,1,0.595689
3660,1655,2105,11,99,2,3,1,9,7,96,8,3,10:00 AM,12:25 PM,3,8,,,,,3,10,,,,,,2,2,2,2,1,3,2,4,5,5,3,4,5,6,6,6,6,6,6,6,6,4,178,,,0,6,6,6,4,4,,,,3,35,,,2,2,2,2,2,,,,11,3,3,6,1,9,,,3,CHANDLER,85225,US,10,4,2,2,2,2,1,1,0.595689
3661,1656,2105,11,99,2,3,1,9,7,96,8,3,7:25 AM,12:25 PM,3,8,,,,,3,10,,,,,,2,1,1,3,3,4,2,4,2,2,3,3,3,6,6,6,6,6,6,6,4,4,,,,4,6,6,3,3,4,,,,5,,,,2,2,2,2,2,,,,11,6,3,6,2,,,,3,NAGOYA,,JAPAN,16,7,1,2,2,2,2,4,0.595689
3662,1657,2105,11,99,2,3,1,9,7,96,8,3,8:30 AM,12:25 PM,1,8,,,,,2,10,,,,,,2,2,2,1,1,1,2,3,6,6,3,3,3,3,3,2,6,6,3,6,3,3,,,,3,3,3,6,3,3,,,,4,,,,1,2,2,2,1,,,,5,3,4,4,2,,,,3,,,JAPAN,16,4,1,0,2,2,2,4,0.595689
3663,1658,2105,11,99,2,3,1,9,7,96,8,3,10:00 AM,12:25 PM,5,8,,,,,3,10,,,,,,2,1,2,2,1,2,2,3,3,4,4,4,4,6,6,6,0,0,0,0,0,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,11,6,5,6,2,,,,3,KAWASAKI,,JAPAN,16,4,1,4,2,2,2,4,0.595689
3664,1659,2105,11,99,2,3,1,9,7,96,8,3,9:00 AM,12:25 PM,2,8,,,,,6,10,,,,,,1,1,1,2,2,1,2,4,3,3,2,3,3,1,1,3,6,6,6,6,6,3,,,,4,6,6,3,3,3,,,,3,,,,2,2,2,2,2,,,,5,3,3,3,2,,,,3,SOJA,,JAPAN,16,6,2,0,0,0,0,4,0.595689
3665,1660,2105,11,99,2,3,1,9,7,96,8,3,8:30 AM,12:25 PM,1,8,,,,,12,10,,,,,,1,1,1,2,1,1,2,3,3,3,4,4,4,6,6,2,6,6,6,6,6,1,204,,,4,6,6,4,4,4,,,,4,4,,,2,2,2,2,2,6,,,10,3,4,4,2,,,,3,OITA,,JAPAN,16,3,1,2,2,2,2,4,0.595689
3666,1661,2105,11,99,2,3,1,9,7,96,8,3,9:30 AM,12:25 PM,2,5,8,,,,3,10,,,,,,2,1,2,2,2,1,2,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3,,,,5,6,6,3,4,4,,,,5,,,,2,2,2,2,2,,,,11,3,3,6,2,,,,3,YOKOHAMA,,JAPAN,16,3,1,2,2,2,2,4,0.595689
3667,1662,2105,11,99,2,3,1,9,7,96,8,3,9:30 AM,12:25 PM,5,8,,,,,3,10,,,,,,2,1,1,2,2,2,2,6,3,3,3,3,3,3,3,6,6,6,6,6,6,4,204,,,5,6,6,5,4,4,,,,4,,,,3,3,3,3,3,,,,11,3,2,6,1,8,,,3,YOKOHAMA,,JAPAN,16,3,1,5,2,2,2,4,0.595689
3668,1663,2105,11,99,2,3,1,9,7,96,8,3,7:00 AM,12:25 PM,5,8,,,,,3,10,,,,,,2,1,2,1,1,3,2,3,3,2,3,3,3,3,3,4,6,6,6,6,6,3,,,,3,6,6,3,3,3,,,,4,,,,1,2,2,2,1,,,,11,6,6,6,2,,,,3,,,JAPAN,16,6,1,3,2,2,2,4,0.595689
3669,1664,2105,11,99,2,3,1,9,7,96,8,3,10:30 AM,12:25 PM,1,8,,,,,3,10,,,,,,1,1,0,3,1,4,2,3,2,2,3,3,3,3,2,1,4,3,3,2,2,3,,,,3,4,3,3,2,3,,,,4,,,,1,2,2,2,2,2,,,11,0,3,2,1,12,,,3,,,JAPAN,16,4,1,2,2,2,2,4,0.595689
3670,1665,2105,11,99,2,3,1,9,7,96,8,3,7:15 AM,12:25 PM,4,8,,,,,3,10,,,,,,2,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,,,3,,,,3,3,3,3,3,,,,11,6,3,6,2,,,,3,TOKYO,,JAPAN,16,3,2,2,2,2,2,4,0.595689
3671,1666,2105,11,99,2,1,1,9,7,96,8,3,10:30 AM,12:25 PM,1,8,,,,,5,10,,,,,,2,1,1,1,1,4,2,3,2,2,3,3,3,3,3,4,6,6,6,6,6,3,2,20,,5,6,6,3,4,4,,,,0,,,,0,0,0,0,0,,,,12,0,0,0,0,,,,3,SUGINAMI-KU,,JAPAN,16,6,1,5,2,2,2,4,0.595689
3672,1667,2105,11,99,2,3,1,9,7,96,8,3,10:40 AM,12:25 PM,1,8,,,,,3,10,,,,,,2,1,1,1,3,4,2,3,3,4,3,4,4,3,3,4,3,3,3,0,0,4,,,,3,3,3,3,2,3,,,,4,,,,1,2,2,2,1,,,,11,3,3,6,1,9,,,3,TOKYO,,JAPAN,16,6,1,3,1,2,2,4,0.595689
3673,1668,2105,11,99,2,3,1,9,7,96,8,3,9:00 AM,12:25 PM,1,8,,,,,8,10,,,,,,1,1,2,2,3,4,2,2,3,3,4,4,4,3,4,6,4,6,5,6,5,4,910,,,4,4,3,4,4,4,,,,5,27,1,,3,3,3,3,3,,,,7,5,5,5,2,,,,3,TOKYO,,JAPAN,16,5,1,3,1,2,2,4,0.595689
3674,1669,2105,11,99,2,3,1,9,7,96,8,3,10:00 AM,12:25 PM,5,8,,,,,3,10,,,,,,2,1,2,2,1,0,1,3,3,3,3,3,2,3,3,6,6,6,3,6,6,3,165,,,3,3,6,6,3,4,,,,4,,,,2,2,2,2,2,,,,11,2,2,3,1,9,,,3,YAMAGUCHI,,JAPAN,16,5,1,0,3,2,2,4,0.595689
3675,1670,2105,11,99,2,3,1,9,7,96,8,3,10:00 AM,12:25 PM,3,8,,,,,3,10,,,,,,2,2,1,2,2,4,2,0,3,3,3,3,3,3,3,2,0,0,0,0,0,3,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,1,2,,,11,3,3,3,2,,,,3,DENVER,80126,US,10,5,1,4,0,2,2,3,0.595689
3676,3985,1405,4,97,2,3,1,34,857,90,8,4,10:45 AM,1:30 PM,1,8,,,,,12,10,,,,,,1,2,1,1,5,4,1,3,3,3,4,4,3,6,6,3,6,6,6,6,6,3,,,,3,3,3,3,3,3,,,,4,6,,,2,2,1,2,1,,,,7,5,4,4,2,,,,1,MOUNTAIN VIEW,94041,US,4,6,2,4,1,1,1,1,0.595689
3677,3986,1405,4,97,2,3,1,34,857,90,8,4,11:30 AM,1:30 PM,1,8,,,,,4,10,,,,,,1,1,1,2,3,3,1,4,2,2,4,4,4,6,6,6,4,6,4,6,4,4,,,,4,4,4,4,4,4,,,,2,,,,2,2,2,2,1,,,,5,4,5,1,1,,,,3,SHANGHAI,,CHINA,16,4,2,0,2,2,2,1,0.595689
3678,3987,1405,4,97,2,3,1,34,857,90,8,4,11:15 AM,1:30 PM,1,8,,,,,3,10,,,,,,2,2,2,2,2,2,1,4,6,6,3,4,4,6,6,6,6,6,6,6,6,4,204,,,4,6,6,3,4,4,,,,4,1,,,2,2,2,2,2,1,,,11,5,4,6,2,,,,3,BOSTON,1776,US,12,6,1,1,2,2,2,1,0.595689
3679,3988,1405,4,97,2,3,1,34,857,90,8,4,8:00 AM,1:30 PM,1,8,,,,,3,10,,,,,,2,2,1,2,1,4,1,4,5,3,4,5,5,6,6,4,5,5,5,5,5,5,,,,5,6,6,4,4,4,,,,5,5,,,2,2,2,2,2,,,,11,0,5,6,2,,,,3,APEX,27502,US,12,4,1,3,2,1,2,1,0.595689
3680,3989,1405,4,97,2,3,1,34,857,90,8,4,10:30 AM,1:30 PM,1,8,,,,,2,10,,,,,,1,2,1,2,4,4,1,4,5,6,5,5,5,6,6,5,5,4,5,6,6,5,179,,,5,5,6,5,4,5,,,,5,1,,,2,2,0,1,1,,,,6,5,5,5,2,,,,1,MILLBRAE,94030,US,2,5,1,0,1,2,1,1,0.595689
3681,3990,1405,4,97,2,3,1,34,857,90,8,4,11:00 AM,1:30 PM,1,8,,,,,4,10,,,,,,1,1,2,2,4,4,1,6,4,4,3,5,5,6,6,2,4,6,4,6,4,4,,,,4,4,3,4,3,4,,,,5,,,,2,2,2,2,1,3,,,5,5,5,4,2,,,,3,SHANGHAI,,CHINA,16,5,1,4,1,2,2,1,0.595689
3682,3991,1405,4,97,2,3,1,34,857,90,8,4,10:20 AM,1:30 PM,1,8,,,,,3,10,,,,,,2,1,1,1,2,2,1,6,3,3,4,5,4,6,6,3,0,0,0,0,0,0,900,,,4,6,6,4,4,4,,,,3,20,,,2,2,2,2,2,5,4,,11,0,4,6,2,,,,3,PHOENIX,85283,US,10,4,1,0,2,1,2,1,0.595689
3683,3992,1405,4,97,2,3,1,34,857,90,8,4,9:00 AM,1:30 PM,3,8,,,,,7,10,,,,,,1,1,2,1,1,1,2,6,5,5,5,5,5,3,3,3,5,5,6,6,6,4,,,,5,6,6,5,4,5,,,,4,30,,,2,2,2,1,1,2,,,5,5,3,4,2,,,,3,ANAHEIM,92804,US,10,3,2,2,2,2,2,1,0.595689
3684,3993,1405,4,97,2,3,1,34,857,90,8,4,11:00 AM,1:30 PM,1,8,,,,,2,10,,,,,,1,2,2,2,3,1,2,5,4,4,5,5,5,4,4,3,5,4,4,4,4,5,,,,4,4,4,4,5,5,,,,4,,,,2,2,2,2,2,,,,1,4,4,4,2,,,,1,FREMONT,94536,US,3,6,1,4,2,1,2,1,0.595689
3685,3994,1405,4,97,2,3,1,34,857,90,8,4,10:30 AM,1:30 PM,3,8,,,,,8,10,,,,,,1,1,1,2,1,3,2,4,6,3,3,4,4,4,4,6,5,6,5,6,5,4,1,,,5,5,4,6,4,4,,,,4,8,,,2,2,2,2,2,,,,31,4,4,4,2,,,,2,EL DORADO HILLS,95762,US,10,4,2,3,2,2,2,1,0.595689
3686,3995,1405,4,97,2,3,1,34,857,90,8,4,11:20 AM,1:30 PM,1,8,,,,,2,10,,,,,,2,2,2,1,3,4,2,5,4,4,4,4,4,6,6,4,4,4,6,6,4,4,,,,4,6,4,4,4,4,,,,5,,,,1,2,2,2,1,,,,1,5,5,4,2,,,,1,HAYWARD,94542,US,3,5,1,4,2,2,2,1,0.595689
3687,3996,1405,4,97,2,3,1,34,857,90,8,4,11:30 AM,1:30 PM,1,8,,,,,3,10,,,,,,0,1,0,1,2,2,2,5,4,4,5,5,5,5,5,5,2,3,3,3,3,4,123,,,4,4,4,4,4,4,,,,5,,,,2,2,2,2,1,,,,11,0,4,6,2,,,,3,BOSTON,,US,12,6,2,3,2,1,2,1,0.595689
3688,3997,1405,4,97,2,3,1,34,857,90,8,4,11:30 AM,1:30 PM,1,8,,,,,1,10,,,,,1,2,2,2,1,4,4,2,5,4,4,5,5,5,5,5,5,5,5,3,6,6,5,,,,5,5,6,5,5,5,,,,5,2,,,2,2,2,2,1,3,,,5,5,5,5,2,,,,1,SAN FRANCISCO,94116,US,1,5,1,4,2,2,2,1,0.595689
3689,3998,1405,4,97,2,3,1,34,857,90,8,4,11:00 AM,1:30 PM,1,8,,,,,3,10,,,,,,2,2,1,2,1,2,2,4,4,6,3,3,3,3,3,6,3,6,4,6,6,4,900,,,5,4,6,3,3,4,,,,4,,,,3,0,0,0,0,,,,11,4,4,4,2,,,,3,CHANDLER,,US,10,4,2,0,2,1,2,1,0.595689
3690,3999,1405,4,97,2,3,1,34,857,90,8,4,N,1:30 PM,5,8,,,,,3,10,,,,,,2,1,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,1,1,,,,11,5,5,5,2,,,,3,ILANGSU,,CHINA,16,3,2,0,1,2,2,3,0.595689
3691,4000,1405,4,97,2,3,1,34,857,90,8,4,10:00 AM,1:30 PM,1,8,,,,,8,10,,,,,,1,1,2,1,2,2,2,4,3,4,4,4,4,6,6,2,4,4,4,4,3,4,,,,4,4,3,4,4,4,,,,5,,,,2,2,2,2,1,,,,6,4,4,3,2,,,,1,,,US,90,4,2,2,2,2,2,3,0.595689
3692,4001,1405,4,97,2,3,1,34,857,90,8,4,N,1:30 PM,1,8,,,,,2,10,,,,,,1,1,2,1,1,1,2,6,3,4,4,4,4,6,6,3,3,2,6,3,3,4,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,1,1,,,,5,5,5,5,2,,,,0,,,,99,3,2,2,2,2,2,3,0.595689
3693,4002,1405,4,97,2,3,1,34,857,90,8,4,8:30 AM,1:30 PM,1,8,,,,,3,10,,,,,,1,1,1,1,1,1,2,6,3,4,4,4,3,6,6,2,3,6,4,6,4,4,1,,,0,0,0,0,0,4,,,,3,98,,,2,2,2,2,1,2,,,11,3,4,4,2,,,,3,SHANGHAI,,CHINA,16,3,1,0,3,3,3,3,0.595689
3694,4003,1405,4,97,2,3,1,34,857,90,8,4,9:15 AM,1:30 PM,3,8,,,,,3,10,,,,,,2,1,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,204,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,1,,,,11,5,5,5,2,,,,3,KANSAS CITY,66203,US,11,4,2,0,2,3,3,3,0.595689
3695,4004,1405,4,97,2,3,1,34,857,90,8,4,11:30 AM,1:30 PM,2,8,,,,,2,10,,,,,,1,1,0,0,2,4,2,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,2,,,,1,5,5,5,0,,,,1,OAKLAND,94609,US,3,5,2,4,2,2,2,3,0.595689
3696,4005,1405,4,97,2,3,1,34,857,90,8,4,9:30 AM,1:30 PM,2,8,,,,,4,10,,,,,,1,1,1,0,1,1,2,6,4,4,5,5,5,5,5,6,6,6,6,6,6,4,,,,5,6,5,5,4,4,92,,,5,,,,3,3,3,3,3,,,,5,5,5,5,1,12,39,,3,SHANGHAI,,CHINA,16,3,2,1,2,2,2,3,0.595689
3697,4006,1405,4,97,2,3,1,34,857,90,8,4,N,1:30 PM,5,8,,,,,2,10,,,,,,1,1,1,1,2,2,1,2,2,2,3,3,3,0,4,4,3,3,3,3,3,3,209,20,,5,5,5,5,5,5,,,,5,,,,1,0,0,0,1,,,,12,3,3,3,2,,,,3,SHANGHAI,,CHINA,16,4,2,3,1,2,2,3,0.595689
3698,4007,1405,4,97,2,3,1,34,857,90,8,4,9:10 AM,1:30 PM,1,8,,,,,8,10,,,,,,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,4,5,6,6,6,5,4,,,,0,0,0,0,0,0,,,,5,2,,,1,2,2,2,1,,,,7,5,5,5,1,8,,,3,SUZHOU,,CHINA,16,3,1,2,1,2,2,3,0.595689
3699,4008,1405,4,97,2,3,1,34,857,90,8,4,9:00 AM,1:30 PM,1,8,,,,,8,10,,,,,,1,2,1,3,2,4,1,4,4,4,4,4,4,4,4,1,5,5,5,5,5,4,,,,4,4,4,4,4,4,,,,5,,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,SHANGHAI,,CHINA,16,4,1,2,2,2,2,3,0.595689
3700,4009,1405,4,97,2,3,1,34,857,90,8,4,10:00 AM,1:30 PM,1,8,,,,,4,10,,,,,,1,1,1,1,1,1,1,4,5,4,5,5,5,5,5,5,5,4,4,5,4,5,,,,5,5,5,5,5,5,,,,5,5,,,2,3,3,2,1,2,,,5,4,5,5,1,32,,,3,SHANGHAI,,CHINA,16,5,1,4,1,2,2,3,0.595689
3701,4010,1405,4,97,2,3,1,34,857,90,8,4,8:30 AM,1:30 PM,1,2,8,,,,3,10,,,,,,1,1,1,1,3,2,2,5,5,5,5,5,4,5,5,2,5,0,0,0,0,5,204,27,20,5,5,5,5,5,5,,,,5,12,,,2,2,2,2,1,5,,,11,5,5,5,2,,,,3,SHANGHAI,,CHINA,16,4,2,3,1,2,2,3,0.595689
3702,4011,1405,4,97,2,3,1,34,857,90,8,4,10:10 AM,1:30 PM,1,8,,,,,2,10,,,,,,1,1,2,1,1,2,2,3,6,5,4,4,4,3,3,6,4,3,6,6,6,4,,,,4,6,6,6,4,4,,,,5,,,,3,3,3,3,2,,,,7,5,4,3,2,,,,0,,,,99,0,0,0,0,0,0,3,0.595689
3703,4012,1405,4,97,2,3,1,34,857,90,8,4,N,1:30 PM,1,8,,,,,8,10,,,,,,1,1,1,1,2,2,2,4,4,4,4,5,4,5,4,4,5,4,4,5,4,5,,,,4,4,4,4,4,4,,,,5,,,,3,3,3,1,1,,,,12,4,4,4,2,,,,1,,,US,90,3,1,2,2,1,0,3,0.595689
3704,4013,1405,4,97,2,3,1,34,857,90,8,4,N,1:30 PM,2,8,,,,,3,10,,,,,,2,2,1,2,1,1,1,3,4,4,4,5,0,4,4,3,4,6,6,6,6,4,,,,5,6,6,4,5,5,,,,3,,,,2,2,2,2,1,,,,11,6,5,6,2,,,,3,,,CHINA,16,2,1,2,2,2,2,3,0.595689
3705,4014,1405,4,97,2,3,1,34,857,90,8,4,N,1:30 PM,3,8,,,,,9,10,,,,,,3,3,3,3,1,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,6,6,6,6,6,6,,,,0,,,,3,3,3,3,3,,,,12,6,6,6,0,,,,3,TAMPA,33772,US,12,5,2,1,2,2,2,3,0.595689
3706,3069,1701,7,70,1,2,1,33,461,62,2,3,3:45 AM,6:00 AM,1,8,,,,,8,10,,,,,,2,2,2,1,2,4,1,6,3,6,4,4,4,6,6,4,3,6,4,6,4,4,,,,4,4,4,6,4,4,,,,4,14,,,2,2,2,2,1,7,,,7,4,5,5,2,,,,3,TEL AVIV,,ISRAEL,17,5,1,3,2,2,2,1,1.870831
3707,3070,1701,7,70,1,2,1,33,461,62,2,3,4:00 AM,6:00 AM,1,8,,,,,4,10,,,,,,2,2,1,2,1,3,1,6,6,6,4,4,5,6,6,6,4,6,6,6,6,4,,,,4,6,6,4,4,4,,,,4,1,,,2,2,2,2,2,,,,5,4,4,4,2,,,,3,MORRIS PLAINS,7590,US,12,4,1,4,1,2,2,1,1.870831
3708,3071,1701,7,70,1,2,1,33,461,62,2,3,4:25 AM,6:00 AM,2,8,,,,,7,10,,,,,,2,2,1,2,1,4,1,6,4,4,4,6,4,6,6,6,6,6,6,6,6,4,911,37,,4,6,6,6,6,4,,,,5,4,1,,1,2,1,2,1,,,,1,3,3,4,2,,,,1,BERKELEY,94707,US,3,7,2,0,2,1,2,1,1.870831
3709,3072,1701,7,70,1,2,1,33,461,62,2,3,4:45 AM,6:00 AM,1,8,,,,,7,10,,,,,,2,1,2,2,3,3,1,3,2,3,2,2,3,6,6,6,4,6,3,6,4,3,80,233,,5,4,4,3,3,4,,,,5,1,4,27,2,2,1,2,2,,,,6,5,4,5,2,,,,3,NEW YORK CITY,10013,US,12,3,1,0,2,2,1,1,1.870831
3710,3073,1701,7,70,1,2,1,33,461,62,2,3,4:35 AM,6:00 AM,1,8,,,,,12,10,,,,,,2,2,1,2,5,4,1,5,3,4,3,5,3,5,5,6,5,5,5,5,5,5,,,,5,5,5,5,4,5,,,,5,1,,,1,2,2,1,2,,,,5,5,5,4,2,,,,1,SAN FRANCISCO,94105,US,1,3,2,3,1,2,1,1,1.870831
3711,3074,1701,7,70,1,2,1,33,461,62,2,3,4:00 AM,6:00 AM,2,8,,,,,12,10,,,,,,2,2,2,2,1,4,1,5,4,6,5,5,5,6,6,6,5,6,5,6,6,5,,,,5,6,6,5,5,5,,,,3,8,,,1,2,2,2,2,,,,2,5,5,5,2,,,,1,DANVILLE,94526,US,5,6,2,4,2,2,2,1,1.870831
3712,3075,1701,7,70,1,2,1,33,461,62,2,3,4:20 AM,6:00 AM,1,8,,,,,4,10,,,,,,2,2,1,1,4,2,2,5,4,4,4,4,5,5,6,5,4,6,4,6,6,4,234,,,4,4,6,4,4,5,,,,5,,,,2,2,1,2,1,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,94109,US,1,3,2,2,1,2,2,1,1.870831
3713,3076,1701,7,70,1,2,1,33,461,62,2,3,4:45 AM,6:00 AM,2,8,,,,,2,10,,,,,,1,1,1,2,3,2,2,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,4,,,1,1,2,1,2,,,,7,5,5,5,2,,,,1,SAN JOSE,95131,US,4,3,1,2,2,1,1,1,1.870831
3714,3077,1701,7,70,1,2,1,33,461,62,2,3,4:40 AM,6:00 AM,2,8,,,,,12,10,,,,,,1,2,2,2,1,4,2,0,0,0,4,4,5,0,0,6,0,6,6,6,6,4,,,,4,6,6,6,3,3,,,,5,1,,,2,2,2,2,2,,,,5,5,4,4,2,,,,1,SAN FRANCISCO,94118,US,1,7,2,2,2,2,2,1,1.870831
3715,3078,1701,7,70,1,2,1,33,461,62,2,3,4:45 AM,6:00 AM,1,8,,,,,2,10,,,,,,1,2,2,1,4,4,2,3,3,3,4,4,3,6,6,4,2,3,4,6,6,3,,,,3,3,6,4,3,3,,,,5,,,,1,2,2,2,1,,,,7,4,4,5,2,,,,1,SAN JOSE,95123,US,4,5,1,4,2,1,1,1,1.870831
3716,3079,1701,7,70,1,2,1,33,461,62,2,3,5:00 AM,6:00 AM,2,8,,,,,1,10,,,,,1,1,0,0,3,1,1,2,5,5,5,5,5,5,4,0,2,5,4,5,5,5,5,160,,,5,5,5,5,5,5,,,,4,,,,2,3,3,2,2,3,,,5,5,5,5,2,,,,3,SAN SALVADOR,,EL SALVADOR,14,3,1,1,2,2,2,1,1.870831
3717,3080,1701,7,70,1,2,1,33,461,62,2,3,5:00 AM,6:00 AM,2,8,,,,,3,10,,,,,,2,2,2,1,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,,,1,,,,2,2,2,2,1,,,,11,3,0,0,2,,,,3,,,,99,2,1,3,2,2,2,1,1.870831
3718,3152,2316,13,38,1,1,1,33,6455,33,1,1,N,10:20 AM,1,8,,,,,3,10,,,,,,2,2,2,2,3,1,1,6,4,4,6,6,6,6,6,6,6,6,6,6,6,4,165,2,8,3,6,6,6,3,3,,,,4,9,5,,3,3,3,3,3,,,,11,3,3,6,2,,,,3,WEST LYNN,97068,US,10,5,1,3,2,2,2,1,0.892167
3719,3153,2316,13,38,1,1,1,33,6455,33,1,1,6:15 AM,10:20 AM,8,,,,,,3,10,,,,,,2,2,2,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,4,5,,,2,2,2,2,2,,,,11,6,5,6,2,,,,3,,,,99,3,1,0,2,2,2,1,0.892167
3720,3154,2316,13,38,1,1,1,33,6455,33,1,1,7:05 AM,10:20 AM,1,8,,,,,3,10,,,,,,2,2,1,1,1,4,2,5,5,5,2,4,4,6,6,4,6,6,6,6,6,4,127,,,5,6,6,5,5,5,,,,5,,,,2,2,2,2,1,,,,11,6,3,6,2,,,,3,HINTON,73047,US,11,5,1,4,2,2,2,1,0.892167
3721,3155,2316,13,38,1,1,1,33,6455,33,1,1,7:20 AM,10:20 AM,1,8,,,,,3,10,,,,,,0,1,2,0,3,4,2,4,4,4,4,3,4,3,3,3,6,6,6,6,6,4,,,,4,6,6,3,2,3,,,,4,,,,2,2,2,2,1,,,,11,5,5,6,2,,,,3,ENGLEWOOD,80111,US,10,6,1,4,2,2,2,1,0.892167
3722,3156,2316,13,38,1,1,1,33,6455,33,1,1,6:15 AM,10:20 AM,1,8,,,,,3,10,,,,,,0,1,1,1,6,2,2,3,3,2,5,4,4,3,3,1,4,6,3,6,3,4,910,,,4,4,4,4,1,3,21,,,4,,,,1,2,2,2,1,2,,,11,6,4,6,1,6,,,3,WHITE CITY,97503,US,10,5,2,2,1,2,2,1,0.892167
